Unnamed: 0,trigger_products,recommended_products,confidence,lift,cluster,trigger_products_str,recommended_products_str
82,['FELTCRAFT PRINCESS OLIVIA DOLL'],['FELTCRAFT PRINCESS LOLA DOLL'],0.6521739130434783,9.456521739130435,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS OLIVIA DOLL,FELTCRAFT PRINCESS LOLA DOLL
83,['FELTCRAFT PRINCESS LOLA DOLL'],"['FELTCRAFT PRINCESS OLIVIA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5,9.456521739130435,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS LOLA DOLL,"FELTCRAFT PRINCESS OLIVIA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
84,['FELTCRAFT PRINCESS OLIVIA DOLL'],"['FELTCRAFT PRINCESS LOLA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6521739130434783,9.456521739130435,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS OLIVIA DOLL,"FELTCRAFT PRINCESS LOLA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
85,"['FELTCRAFT PRINCESS LOLA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS OLIVIA DOLL'],0.5,9.456521739130435,Bulk Toy & Game Buyers,"FELTCRAFT PRINCESS LOLA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS OLIVIA DOLL
86,"['FELTCRAFT PRINCESS OLIVIA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS LOLA DOLL'],0.6521739130434783,9.456521739130435,Bulk Toy & Game Buyers,"FELTCRAFT PRINCESS OLIVIA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS LOLA DOLL
87,['FELTCRAFT PRINCESS LOLA DOLL'],['FELTCRAFT PRINCESS OLIVIA DOLL'],0.5,9.456521739130435,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS OLIVIA DOLL
88,['FELTCRAFT PRINCESS LOLA DOLL'],['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.7666666666666667,9.26388888888889,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL
89,"['FELTCRAFT PRINCESS LOLA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.7666666666666667,9.26388888888889,Bulk Toy & Game Buyers,"FELTCRAFT PRINCESS LOLA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS CHARLOTTE DOLL
90,['FELTCRAFT PRINCESS LOLA DOLL'],"['FELTCRAFT PRINCESS CHARLOTTE DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.7666666666666667,9.26388888888889,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS LOLA DOLL,"FELTCRAFT PRINCESS CHARLOTTE DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
91,['FELTCRAFT PRINCESS CHARLOTTE DOLL'],['FELTCRAFT PRINCESS LOLA DOLL'],0.6388888888888888,9.263888888888888,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL
92,"['FELTCRAFT PRINCESS CHARLOTTE DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS LOLA DOLL'],0.6388888888888888,9.263888888888888,Bulk Toy & Game Buyers,"FELTCRAFT PRINCESS CHARLOTTE DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS LOLA DOLL
93,['FELTCRAFT PRINCESS CHARLOTTE DOLL'],"['FELTCRAFT PRINCESS LOLA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6388888888888888,9.263888888888888,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS CHARLOTTE DOLL,"FELTCRAFT PRINCESS LOLA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
94,['ALARM CLOCK BAKELIKE RED'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'ALARM CLOCK BAKELIKE GREEN']",0.6153846153846154,9.230769230769232,Bulk Toy & Game Buyers,ALARM CLOCK BAKELIKE RED,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ALARM CLOCK BAKELIKE GREEN"
95,"['ALARM CLOCK BAKELIKE RED', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['ALARM CLOCK BAKELIKE GREEN'],0.6153846153846154,9.230769230769232,Bulk Toy & Game Buyers,"ALARM CLOCK BAKELIKE RED, WORLD WAR 2 GLIDERS ASSTD DESIGNS",ALARM CLOCK BAKELIKE GREEN
96,['ALARM CLOCK BAKELIKE RED'],['ALARM CLOCK BAKELIKE GREEN'],0.6153846153846154,9.230769230769232,Bulk Toy & Game Buyers,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN
97,['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE RED'],0.5517241379310345,9.23076923076923,Bulk Toy & Game Buyers,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED
98,['ALARM CLOCK BAKELIKE GREEN'],"['ALARM CLOCK BAKELIKE RED', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5517241379310345,9.23076923076923,Bulk Toy & Game Buyers,ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
99,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'ALARM CLOCK BAKELIKE GREEN']",['ALARM CLOCK BAKELIKE RED'],0.5517241379310345,9.23076923076923,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE RED
100,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'PINK BLUE FELT CRAFT TRINKET BOX']",['PINK CREAM FELT CRAFT TRINKET BOX'],0.6,9.0,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PINK BLUE FELT CRAFT TRINKET BOX",PINK CREAM FELT CRAFT TRINKET BOX
101,['PINK CREAM FELT CRAFT TRINKET BOX'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'PINK BLUE FELT CRAFT TRINKET BOX']",0.5172413793103449,9.0,Bulk Toy & Game Buyers,PINK CREAM FELT CRAFT TRINKET BOX,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PINK BLUE FELT CRAFT TRINKET BOX"
102,['PINK BLUE FELT CRAFT TRINKET BOX'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6,9.0,Bulk Toy & Game Buyers,PINK BLUE FELT CRAFT TRINKET BOX,"PINK CREAM FELT CRAFT TRINKET BOX, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
103,['PINK CREAM FELT CRAFT TRINKET BOX'],['PINK BLUE FELT CRAFT TRINKET BOX'],0.5172413793103449,9.0,Bulk Toy & Game Buyers,PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX
104,['PINK BLUE FELT CRAFT TRINKET BOX'],['PINK CREAM FELT CRAFT TRINKET BOX'],0.6,9.0,Bulk Toy & Game Buyers,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX
105,"['PINK CREAM FELT CRAFT TRINKET BOX', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['PINK BLUE FELT CRAFT TRINKET BOX'],0.5172413793103449,9.0,Bulk Toy & Game Buyers,"PINK CREAM FELT CRAFT TRINKET BOX, WORLD WAR 2 GLIDERS ASSTD DESIGNS",PINK BLUE FELT CRAFT TRINKET BOX
106,['FELTCRAFT PRINCESS OLIVIA DOLL'],['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.7391304347826086,8.931159420289855,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS OLIVIA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL
107,"['FELTCRAFT PRINCESS OLIVIA DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.7391304347826086,8.931159420289855,Bulk Toy & Game Buyers,"FELTCRAFT PRINCESS OLIVIA DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS CHARLOTTE DOLL
108,['FELTCRAFT PRINCESS OLIVIA DOLL'],"['FELTCRAFT PRINCESS CHARLOTTE DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.7391304347826086,8.931159420289855,Bulk Toy & Game Buyers,FELTCRAFT PRINCESS OLIVIA DOLL,"FELTCRAFT PRINCESS CHARLOTTE DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
109,"[""PAPER CHAIN KIT 50'S CHRISTMAS""]",['PAPER CHAIN KIT VINTAGE CHRISTMAS'],0.5333333333333333,8.592592592592593,Bulk Toy & Game Buyers,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS
110,"[""PAPER CHAIN KIT 50'S CHRISTMAS""]","['PAPER CHAIN KIT VINTAGE CHRISTMAS', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5333333333333333,8.592592592592593,Bulk Toy & Game Buyers,PAPER CHAIN KIT 50'S CHRISTMAS,"PAPER CHAIN KIT VINTAGE CHRISTMAS, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
111,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",['PAPER CHAIN KIT VINTAGE CHRISTMAS'],0.5333333333333333,8.592592592592593,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PAPER CHAIN KIT 50'S CHRISTMAS",PAPER CHAIN KIT VINTAGE CHRISTMAS
112,['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"[""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.5925925925925926,8.592592592592592,Bulk Toy & Game Buyers,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS
113,"['PAPER CHAIN KIT VINTAGE CHRISTMAS', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']","[""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.5925925925925926,8.592592592592592,Bulk Toy & Game Buyers,"PAPER CHAIN KIT VINTAGE CHRISTMAS, WORLD WAR 2 GLIDERS ASSTD DESIGNS",PAPER CHAIN KIT 50'S CHRISTMAS
114,['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.5925925925925926,8.592592592592592,Bulk Toy & Game Buyers,PAPER CHAIN KIT VINTAGE CHRISTMAS,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PAPER CHAIN KIT 50'S CHRISTMAS"
115,['PAINT YOUR OWN CANVAS SET'],['MINI PAINT SET VINTAGE'],0.7894736842105263,8.17669172932331,Bulk Toy & Game Buyers,PAINT YOUR OWN CANVAS SET,MINI PAINT SET VINTAGE
116,['PAINT YOUR OWN CANVAS SET'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'MINI PAINT SET VINTAGE']",0.7894736842105263,8.17669172932331,Bulk Toy & Game Buyers,PAINT YOUR OWN CANVAS SET,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, MINI PAINT SET VINTAGE"
117,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'PAINT YOUR OWN CANVAS SET']",['MINI PAINT SET VINTAGE'],0.7894736842105263,8.17669172932331,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PAINT YOUR OWN CANVAS SET",MINI PAINT SET VINTAGE
118,['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG SUKI DESIGN'],0.5769230769230769,8.095533498759304,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,LUNCH BAG SUKI DESIGN
119,"['LUNCH BAG ALPHABET DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG SUKI DESIGN'],0.5769230769230769,8.095533498759304,Bulk Toy & Game Buyers,"LUNCH BAG ALPHABET DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG SUKI DESIGN
120,['LUNCH BAG ALPHABET DESIGN'],"['LUNCH BAG SUKI DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5769230769230769,8.095533498759304,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,"LUNCH BAG SUKI DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
121,"['FELTCRAFT DOLL ROSIE', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.6666666666666666,8.055555555555555,Bulk Toy & Game Buyers,"FELTCRAFT DOLL ROSIE, WORLD WAR 2 GLIDERS ASSTD DESIGNS",FELTCRAFT PRINCESS CHARLOTTE DOLL
122,['FELTCRAFT DOLL ROSIE'],"['FELTCRAFT PRINCESS CHARLOTTE DOLL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6666666666666666,8.055555555555555,Bulk Toy & Game Buyers,FELTCRAFT DOLL ROSIE,"FELTCRAFT PRINCESS CHARLOTTE DOLL, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
123,['FELTCRAFT DOLL ROSIE'],['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.6666666666666666,8.055555555555555,Bulk Toy & Game Buyers,FELTCRAFT DOLL ROSIE,FELTCRAFT PRINCESS CHARLOTTE DOLL
124,['BAKING SET SPACEBOY DESIGN'],"['BAKING SET 9 PIECE RETROSPOT', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.8260869565217391,7.985507246376812,Bulk Toy & Game Buyers,BAKING SET SPACEBOY DESIGN,"BAKING SET 9 PIECE RETROSPOT, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
125,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'BAKING SET SPACEBOY DESIGN']",['BAKING SET 9 PIECE RETROSPOT'],0.8260869565217391,7.985507246376812,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, BAKING SET SPACEBOY DESIGN",BAKING SET 9 PIECE RETROSPOT
126,['BAKING SET SPACEBOY DESIGN'],['BAKING SET 9 PIECE RETROSPOT'],0.8260869565217391,7.985507246376812,Bulk Toy & Game Buyers,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT
127,"['LUNCH BAG ALPHABET DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG APPLE DESIGN'],0.6153846153846154,7.873303167420815,Bulk Toy & Game Buyers,"LUNCH BAG ALPHABET DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG APPLE DESIGN
128,['LUNCH BAG ALPHABET DESIGN'],"['LUNCH BAG APPLE DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6153846153846154,7.873303167420815,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,"LUNCH BAG APPLE DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
129,['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG APPLE DESIGN'],0.6153846153846154,7.873303167420815,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN
130,['SET 12 KIDS  WHITE CHALK STICKS'],"['SET 12 KIDS COLOUR  CHALK STICKS', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6666666666666666,7.073170731707317,Bulk Toy & Game Buyers,SET 12 KIDS  WHITE CHALK STICKS,"SET 12 KIDS COLOUR  CHALK STICKS, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
131,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'SET 12 KIDS  WHITE CHALK STICKS']",['SET 12 KIDS COLOUR  CHALK STICKS'],0.6666666666666666,7.073170731707317,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, SET 12 KIDS  WHITE CHALK STICKS",SET 12 KIDS COLOUR  CHALK STICKS
132,['SET 12 KIDS  WHITE CHALK STICKS'],['SET 12 KIDS COLOUR  CHALK STICKS'],0.6666666666666666,7.073170731707317,Bulk Toy & Game Buyers,SET 12 KIDS  WHITE CHALK STICKS,SET 12 KIDS COLOUR  CHALK STICKS
133,['LUNCH BAG APPLE DESIGN'],['LUNCH BAG SUKI DESIGN'],0.5,7.016129032258065,Bulk Toy & Game Buyers,LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN
134,"['LUNCH BAG APPLE DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG SUKI DESIGN'],0.5,7.016129032258065,Bulk Toy & Game Buyers,"LUNCH BAG APPLE DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG SUKI DESIGN
135,['LUNCH BAG APPLE DESIGN'],"['LUNCH BAG SUKI DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5,7.016129032258065,Bulk Toy & Game Buyers,LUNCH BAG APPLE DESIGN,"LUNCH BAG SUKI DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
136,['LUNCH BAG SUKI DESIGN'],['LUNCH BAG APPLE DESIGN'],0.5483870967741935,7.016129032258064,Bulk Toy & Game Buyers,LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN
137,['LUNCH BAG SUKI DESIGN'],"['LUNCH BAG APPLE DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5483870967741935,7.016129032258064,Bulk Toy & Game Buyers,LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
138,"['LUNCH BAG SUKI DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG APPLE DESIGN'],0.5483870967741935,7.016129032258064,Bulk Toy & Game Buyers,"LUNCH BAG SUKI DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG APPLE DESIGN
139,['LUNCH BAG CARS BLUE'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'LUNCH BAG PINK POLKADOT']",0.5405405405405406,6.718146718146719,Bulk Toy & Game Buyers,LUNCH BAG CARS BLUE,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, LUNCH BAG PINK POLKADOT"
140,"['LUNCH BAG CARS BLUE', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG PINK POLKADOT'],0.5405405405405406,6.718146718146719,Bulk Toy & Game Buyers,"LUNCH BAG CARS BLUE, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG PINK POLKADOT
141,['LUNCH BAG CARS BLUE'],['LUNCH BAG PINK POLKADOT'],0.5405405405405406,6.718146718146719,Bulk Toy & Game Buyers,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT
142,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG CARS BLUE'],0.5714285714285714,6.718146718146718,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, LUNCH BAG PINK POLKADOT",LUNCH BAG CARS BLUE
143,['LUNCH BAG PINK POLKADOT'],"['LUNCH BAG CARS BLUE', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5714285714285714,6.718146718146718,Bulk Toy & Game Buyers,LUNCH BAG PINK POLKADOT,"LUNCH BAG CARS BLUE, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
144,['LUNCH BAG PINK POLKADOT'],['LUNCH BAG CARS BLUE'],0.5714285714285714,6.718146718146718,Bulk Toy & Game Buyers,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE
145,['LUNCH BAG WOODLAND'],['LUNCH BAG RED RETROSPOT'],0.7037037037037037,6.654589371980677,Bulk Toy & Game Buyers,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT
146,['LUNCH BAG WOODLAND'],"['LUNCH BAG RED RETROSPOT', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.7037037037037037,6.654589371980677,Bulk Toy & Game Buyers,LUNCH BAG WOODLAND,"LUNCH BAG RED RETROSPOT, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
147,"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.7037037037037037,6.654589371980677,Bulk Toy & Game Buyers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT
148,['JUMBO STORAGE BAG SUKI'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'JUMBO BAG RED RETROSPOT']",0.6153846153846154,6.373626373626374,Bulk Toy & Game Buyers,JUMBO STORAGE BAG SUKI,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, JUMBO BAG RED RETROSPOT"
149,"['JUMBO STORAGE BAG SUKI', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['JUMBO BAG RED RETROSPOT'],0.6153846153846154,6.373626373626374,Bulk Toy & Game Buyers,"JUMBO STORAGE BAG SUKI, WORLD WAR 2 GLIDERS ASSTD DESIGNS",JUMBO BAG RED RETROSPOT
150,['JUMBO STORAGE BAG SUKI'],['JUMBO BAG RED RETROSPOT'],0.6153846153846154,6.373626373626374,Bulk Toy & Game Buyers,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT
151,"['LUNCH BAG ALPHABET DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG  BLACK SKULL.'],0.5384615384615384,6.330561330561331,Bulk Toy & Game Buyers,"LUNCH BAG ALPHABET DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG  BLACK SKULL.
152,['LUNCH BAG ALPHABET DESIGN'],"['WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'LUNCH BAG  BLACK SKULL.']",0.5384615384615384,6.330561330561331,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, LUNCH BAG  BLACK SKULL."
153,['LUNCH BAG ALPHABET DESIGN'],['LUNCH BAG  BLACK SKULL.'],0.5384615384615384,6.330561330561331,Bulk Toy & Game Buyers,LUNCH BAG ALPHABET DESIGN,LUNCH BAG  BLACK SKULL.
154,"['ROSES REGENCY TEACUP AND SAUCER', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['REGENCY CAKESTAND 3 TIER'],0.6666666666666666,6.170212765957446,Bulk Toy & Game Buyers,"ROSES REGENCY TEACUP AND SAUCER, WORLD WAR 2 GLIDERS ASSTD DESIGNS",REGENCY CAKESTAND 3 TIER
155,['ROSES REGENCY TEACUP AND SAUCER'],"['REGENCY CAKESTAND 3 TIER', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6666666666666666,6.170212765957446,Bulk Toy & Game Buyers,ROSES REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
156,['ROSES REGENCY TEACUP AND SAUCER'],['REGENCY CAKESTAND 3 TIER'],0.6666666666666666,6.170212765957446,Bulk Toy & Game Buyers,ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER
157,['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG SPACEBOY DESIGN'],0.6206896551724138,6.136363636363637,Bulk Toy & Game Buyers,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN
158,"['LUNCH BAG DOLLY GIRL DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG SPACEBOY DESIGN'],0.6206896551724138,6.136363636363637,Bulk Toy & Game Buyers,"LUNCH BAG DOLLY GIRL DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG SPACEBOY DESIGN
159,['LUNCH BAG DOLLY GIRL DESIGN'],"['LUNCH BAG SPACEBOY DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6206896551724138,6.136363636363637,Bulk Toy & Game Buyers,LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG SPACEBOY DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
160,['LUNCH BAG SUKI DESIGN'],['LUNCH BAG RED RETROSPOT'],0.6129032258064516,5.795932678821879,Bulk Toy & Game Buyers,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT
161,"['LUNCH BAG SUKI DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG RED RETROSPOT'],0.6129032258064516,5.795932678821879,Bulk Toy & Game Buyers,"LUNCH BAG SUKI DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG RED RETROSPOT
162,['LUNCH BAG SUKI DESIGN'],"['LUNCH BAG RED RETROSPOT', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.6129032258064516,5.795932678821879,Bulk Toy & Game Buyers,LUNCH BAG SUKI DESIGN,"LUNCH BAG RED RETROSPOT, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
163,['LUNCH BAG APPLE DESIGN'],"['LUNCH BAG RED RETROSPOT', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",0.5882352941176471,5.562659846547315,Bulk Toy & Game Buyers,LUNCH BAG APPLE DESIGN,"LUNCH BAG RED RETROSPOT, WORLD WAR 2 GLIDERS ASSTD DESIGNS"
164,"['LUNCH BAG APPLE DESIGN', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['LUNCH BAG RED RETROSPOT'],0.5882352941176471,5.562659846547315,Bulk Toy & Game Buyers,"LUNCH BAG APPLE DESIGN, WORLD WAR 2 GLIDERS ASSTD DESIGNS",LUNCH BAG RED RETROSPOT
165,['LUNCH BAG APPLE DESIGN'],['LUNCH BAG RED RETROSPOT'],0.5882352941176471,5.562659846547315,Bulk Toy & Game Buyers,LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT
166,"['RED HANGING HEART T-LIGHT HOLDER', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS']",['WHITE HANGING HEART T-LIGHT HOLDER'],0.6666666666666666,5.471698113207547,Bulk Toy & Game Buyers,"RED HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS",WHITE HANGING HEART T-LIGHT HOLDER
